Station_Num,Station_Name,Daily_ppt_in,Multy_dat_ppt_in,Total_ppt_in,Total_Snow_in,# of Reports,Latitude,Longitude
 NC-WK-269,Raleigh 1.4 NNE,28.45,,28.45,0,110,35.840729,-78.649282
 NC-WK-270,Wendell 1.3 NNE,43.57,1.86,45.43,0,331,35.7986,-78.358
 NC-WK-271,Garner 6.1 S,36.04,,36.04,0,104,35.607893,-78.647629
 NC-WK-272,Raleigh 4.5 SW,1.82,,1.82,0,14,35.767724,-78.704062
 NC-WK-273,Holly Springs 1.2 SSW,36.72,2.01,38.73,0,225,35.639431,-78.845443
 NC-WK-276,Garner 1.0 WSW,4.02,0.87,4.89,0,13,35.688309,-78.643398
 NC-WK-281,Apex 7.2 W,32.51,3.66,36.17,0,209,35.733089,-78.973309
 NC-WK-282,Raleigh 12.7 SSW,33.76,6.09,39.85,0,308,35.64354,-78.71493
 NC-WK-283,Fuquay-Varina 1.6 SE,34.09,6.04,40.13,0,270,35.572488,-78.777151
 NC-WK-284,Cary 3.9 WNW,21.01,0,21.01,0,129,35.81126,-78.86002
 NC-WK-285,Knightdale 0.8 S,0,,0,0,2,35.78157,-78.4867
 NC-WK-286,Raleigh 1.1 NNE,14.29,0.5,14.79,0,83,35.83739,-78.65368
 NC-WK-289,Garner 1.7 SSE,28.69,,28.69,0,75,35.67063,-78.62094
 NC-WK-290,Raleigh 4.2 NNW,21.92,3.07,24.99,0,88,35.8799,-78.6835
 NC-WK-296,Cary 2.0 W,16.57,4.44,21.01,0,35,35.78777,-78.83384
 NC-WK-298,Cary 0.4 NNW,20.59,,20.59,0,157,35.78833,-78.80099
 NC-WK-302,Knightdale 1.3 SE,16.63,,16.63,0,166,35.78069,-78.467847
 NC-WK-303,Wake Forest 2.4 ENE,13.04,,13.04,0,118,35.988055,-78.483333
 NC-WK-304,Raleigh 6.2 N,15.04,1.84,16.88,0,134,35.910164,-78.674408
 NC-WK-305,Raleigh 10.0 NNW,6.78,4.43,11.21,0,31,35.9618,-78.707207
 NC-WK-306,Cary 1.7 ENE,6.64,2.19,8.83,0,30,35.789039,-78.76902
 NC-WK-307,Fuquay-Varina 2.1 NE,1.95,,1.95,0,20,35.613568,-78.76983
 NC-WR-2,Norlina 5.5 N,7.7,4.29,11.99,0,26,36.525847,-78.189314
 NC-WR-7,Norlina 5.0 N,41.65,,41.65,0,355,36.517397,-78.192143
 NC-WR-11,Wise 0.3 NNW,38.71,0.79,39.5,0,278,36.490341,-78.172615
 NC-WS-3,Roper 2.4 NE,47.65,1.19,48.84,0,295,35.8983068,-76.582247
 NC-WT-6,Blowing Rock 4.4 NE,17.28,0,17.28,3.1,106,36.164823,-81.605514
 NC-WT-7,Valle Crucis 1.4 SSE,45.11,12.31,57.42,3.2,318,36.191169,-81.76825
 NC-WT-9,Boone 0.6 N,45.34,11.37,56.71,2,328,36.21843,-81.672
 NC-WT-10,Blowing Rock 2.2 NE,72.3,8.99,81.29,4.5,337,36.148359,-81.640031
 NC-WT-11,Foscoe 1.2 WSW,76.75,,76.75,6.6,356,36.14607,-81.78767
 NC-WT-24,Boone 4.5 SE,27.61,22.86,50.47,0,165,36.166729,-81.608981
 NC-WT-37,Boone 4.6 E,71.08,4.14,75.22,5.1,342,36.21631667,-81.58855
 NC-WT-42,Bethel 2.2 NNE,14.52,,14.52,7.8,73,36.328319,-81.842956
 NC-WT-46,Seven Devils 1.4 ENE,10.06,17.73,27.79,0,58,36.15923,-81.791304
 NC-WT-48,Seven Devils 0.1 E,58.66,12.79,71.45,7.5,265,36.149658,-81.812142
 NC-WT-51,Vilas 2.0 SSW,53.71,3.66,57.37,3.2,328,36.224063,-81.782648
 NC-WT-58,Boone 1.5 NNW,33.69,4.28,37.97,4.5,147,36.23036,-81.67951
 NC-WT-59,Boone 3.3 ENE,7.36,26.09,33.45,0,74,36.227065,-81.614668
 NC-WT-61,Bethel 2.2 N,1.61,,1.61,0,13,36.328265,-81.845865
 NC-WT-62,Beech Mountain 1.0 SE,22.95,31.49,54.44,2.5,192,36.200202,-81.876054
 NC-WT-66,Banner Elk 3.8 ESE,1.26,,1.26,0,5,36.1422,-81.8094
 NC-WT-67,Boone 0.3 WSW,54.78,7.04,61.82,3.6,342,36.207337,-81.674323
 NC-WT-68,Vilas 6.3 NNW,56.46,0.68,57.14,9.4,349,36.333795,-81.821695
 NC-WT-69,Boone 3.7 ESE,28.17,20.74,48.91,0,113,36.19042,-81.60719
 NC-WT-71,Valle Crucis 3.0 SSE,6.45,,6.45,0.1,6,36.166714,-81.76649
 NC-WT-73,Boone 0.6 N,22.53,8.71,31.24,2.8,140,36.217682,-81.669483
 NC-WY-1,Goldsboro 4.4 E,49.97,0.18,50.15,0,350,35.3724,-77.89842
 NC-WY-2,Pikeville 6.2 WSW,53.32,,53.32,0,351,35.470358,-78.08919
 NC-WY-14,Fremont 0.4 ENE,23.5,,23.5,0,69,35.54493332,-77.97008514
 NC-WY-17,Kenly 4.9 SE,47.58,4.43,52.01,0,331,35.54779053,-78.057724
 NC-WY-18,Goldsboro 5.9 NW,25.91,,25.91,0,44,35.44087982,-78.03996277
 NC-WY-24,Goldsboro 1.9 NNE,8.21,,8.21,0,8,35.40061,-77.969
 NC-WY-26,Princeton 4.7 SSE,13.8,,13.8,0,23,35.39992,-78.14088
 NC-WY-30,Goldsboro 3.3 SSE,4.05,,4.05,0,2,35.3299,-77.95271
 NC-WY-33,Goldsboro 7.1 WSW,48.14,,48.14,0,354,35.336799,-78.093954
 NC-WY-40,Goldsboro 6.0 N,27.57,,27.57,0,215,35.4594,-77.9922
 NC-WY-41,Pikeville 2.4 NW,19.82,,19.82,0,108,35.5183,-78.019
 NC-WL-10,Purlear 4.6 WNW,52.16,11.64,63.8,2.2,346,36.2132355,-81.3574197
 NC-WL-13,Ronda 2.4 N,4,,4,0,1,36.2561,-80.9378
 NC-WL-18,North Wilkesboro 5.5 SE,24.05,,24.05,0,154,36.111715,-81.073993
 NC-WN-6,Sims 4.0 SW,46.77,,46.77,0,354,35.7208,-78.1108
 NC-WN-11,Wilson 2.3 WSW,36.49,10.98,47.47,0,321,35.714964,-77.959205
 NC-WN-15,Elm City 7.1 ESE,44.18,,44.18,0,352,35.755,-77.7545
 NC-WN-17,Wilson 3.3 NNW,40.83,3.19,44.02,0,116,35.778105,-77.938165
 NC-WN-25,Wilson 11.0 SW,2.15,0,2.15,0,20,35.639512,-78.084095
 NC-YD-3,Yadkinville 6.3 SSE,45.78,1.48,47.26,0.1,337,36.05318451,-80.60283661
 NC-YD-4,Yadkinville 0.2 E,44.64,5.85,50.49,0,347,36.13089752,-80.65548706
 NC-YN-1,Burnsville 4.6 N,39.82,5.37,45.19,4,322,35.981972,-82.285219
 NC-YN-4,Burnsville 6.5 SSW,61.58,2.64,64.22,4.2,347,35.829683,-82.3285
 NC-YN-6,Burnsville 7.0 W,43.65,11.63,55.28,0.7,265,35.9126,-82.423
 NC-YN-7,Bald Creek 1.2 NW,47.38,13.51,60.89,0.2,278,35.9232,-82.4388
 NC-YN-11,Burnsville 1.5 WNW,36.06,13.22,49.28,1,228,35.920963,-82.323285
 NC-YN-13,Burnsville 5.9 SSW,60.59,1.42,62.01,5.4,327,35.838633,-82.341433
 NC-YN-14,Burnsville 6.6 SSW,49.76,14.77,64.53,0,274,35.824433,-82.329157
